TABLE_NAME;TABLE_TYPE;TABLE_LABEL;TABLE_DESCRIPTION;FIELD_NAME;FIELD_TYPE;FIELD_LABEL;FIELD_DESCRIPTION;EXPRESSION;HIDDEN;ICON;ALIAS;FOLDER;ROLE
TEC_AUTORIZATION_LINE;Final;;;BSL_PTFOL_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.BSL_PTFOL_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;POSBL_NUMTR_DEDCTN_IND;character;;;[DATA].[AUTORIZATION_LINE].[EX_AL.POSBL_NUMTR_DEDCTN_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;UNDRLY_INVSTMT_PROD_IND;character;;;[DATA].[AUTORIZATION_LINE].[EX_AL.UNDRLY_INVSTMT_PROD_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;GRNLT_IND;character;;;[DATA].[AUTORIZATION_LINE].[EX_AL.GRNLT_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;LAST_PRT_ACQ_DT;date;;;[DATA].[AUTORIZATION_LINE].[EX_AL.LAST_PRT_ACQ_DT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;ATACHMT_PNT_VAL;decimal;;;[DATA].[AUTORIZATION_LINE].[EX_AL.ATACHMT_PNT_VAL];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;DTACHMENT_PNT_VAL;decimal;;;[DATA].[AUTORIZATION_LINE].[EX_AL.DTACHMENT_PNT_VAL];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;RSDUL_MATURTY_VAL;decimal;;;[DATA].[AUTORIZATION_LINE].[EX_AL.RSDUL_MATURTY_VAL];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AGMT_RISK_OFF_BAL_SHET_IND;character;;;[DATA].[AUTORIZATION_LINE].[EX_AL.AGMT_RISK_OFF_BAL_SHET_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;CENTRLZD_CMPSTN_IND;character;;;[DATA].[AUTORIZATION_LINE].[EX_AL.CENTRLZD_CMPSTN_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;IMPARD_ASSET_IND;character;;;[DATA].[AUTORIZATION_LINE].[EX_AL.IMPARD_ASSET_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;ORIGNL_PRBTY_DFLT_RATE;decimal;;;[DATA].[AUTORIZATION_LINE].[EX_AL.ORIGNL_PRBTY_DFLT_RATE];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;ORIGNL_RTAIL_RISK_GRADE_VAL;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.ORIGNL_RTAIL_RISK_GRADE_VAL];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;ORIGNL_RTG_AGNCY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.ORIGNL_RTG_AGNCY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;ORIGNL_EXTR_CORP_RISK_GRADE_VAL;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.ORIGNL_EXTR_CORP_RISK_GRADE_VAL];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;ORIGNL_INTRNL_CORP_RISK_GRADE_VAL;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.ORIGNL_INTRNL_CORP_RISK_GRADE_VAL];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;ORIGNL_RISK_RTG_METH_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.ORIGNL_RISK_RTG_METH_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;ORIGNL_RTG_MODL_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.ORIGNL_RTG_MODL_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;ORIGNL_GRADE_SEGMT_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.ORIGNL_GRADE_SEGMT_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;ORIGNL_RISK_GRADE_VAL;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.ORIGNL_RISK_GRADE_VAL];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;STRC_TRANSPARNCY_IND;character;;;[DATA].[AUTORIZATION_LINE].[EX_AL.STRC_TRANSPARNCY_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;GRPG_ID;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.GRPG_ID];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OPRTN_TYPE_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.OPRTN_TYPE_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;CR_OBJT_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.CR_OBJT_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AGMT_HIERY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.AGMT_HIERY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;CNFRMTN_IND;character;;;[DATA].[AUTORIZATION_LINE].[EX_AL.CNFRMTN_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;SPCFC_FAC_IND;character;;;[DATA].[AUTORIZATION_LINE].[EX_AL.SPCFC_FAC_IND];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;DRWG_DEADLN_DT;date;Date limite initialisation tirage;;[DATA].[AUTORIZATION_LINE].[EX_AL.DRWG_DEADLN_DT];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AGMT_NXT_RVSN_DT;date;;;[DATA].[AUTORIZATION_LINE].[EX_AL.AGMT_NXT_RVSN_DT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;INITATR_ENT_ID;int32;;;[DATA].[AUTORIZATION_LINE].[EX_AL.INITATR_ENT_ID];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;FAC_AUTHZD_CURY_CD;characterLength16;Devise restriction ligne autorisation;;[DATA].[AUTORIZATION_LINE].[EX_AL.FAC_AUTHZD_CURY_CD];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;EXPSR_MAXIMAL_DURTN_NUM;characterLength16;Durée maximale engagement;;[DATA].[AUTORIZATION_LINE].[EX_AL.EXPSR_MAXIMAL_DURTN_NUM];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;DFLT_LIQUITY_CD;characterLength16;Liquidité par défaut;Indique le délai prévisible de réalisation de notre engagement sur le marché en cas de revente.;[DATA].[AUTORIZATION_LINE].[EX_AL.DFLT_LIQUITY_CD];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTHZD_TSACTN_RTG_VAL;characterLength16;Valeur note transaction autorisée;;[DATA].[AUTORIZATION_LINE].[EX_AL.AUTHZD_TSACTN_RTG_VAL];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;EXPSR_CALCN_METH_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.EXPSR_CALCN_METH_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;CVA_CALCN_METH_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.CVA_CALCN_METH_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;RISK_LVL_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.RISK_LVL_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;GRADE_CTGY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.GRADE_CTGY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;PRBTY_DFLT_RATE;decimal;;;[DATA].[AUTORIZATION_LINE].[EX_AL.PRBTY_DFLT_RATE];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;CVRD_OPRTN_RISK_CTGY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.CVRD_OPRTN_RISK_CTGY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OMP_LOCL_CRITRN_1_VAL;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.OMP_LOCL_CRITRN_1_VAL];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OMP_LOCL_CRITRN_2_VAL;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.OMP_LOCL_CRITRN_2_VAL];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;IFRS9_BCKT_OUTST_RANK_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.IFRS9_BCKT_OUTST_RANK_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;FUNDS_PRVSN_DT;date;;;[DATA].[AUTORIZATION_LINE].[EX_AL.FUNDS_PRVSN_DT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;ORIGNL_EFF_INT_RATE;decimal;;;[DATA].[AUTORIZATION_LINE].[EX_AL.ORIGNL_EFF_INT_RATE];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;GUAR_GVN_TRIGR_EV_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.GUAR_GVN_TRIGR_EV_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;MOBILIZATION_ORG_NAME;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.MOBILIZATION_ORG_NAME];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;UPDATE_SOURCE_SYSTEM;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.UPDATE_SOURCE_SYSTEM];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;RSRC_TYPE_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.RSRC_TYPE_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;MOBILIZATION_STRT_DT;date;;;[DATA].[AUTORIZATION_LINE].[EX_AL.MOBILIZATION_STRT_DT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;MOBILIZATION_END_DT;date;;;[DATA].[AUTORIZATION_LINE].[EX_AL.MOBILIZATION_END_DT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;FUT_MOBILIZATION_DT;date;;;[DATA].[AUTORIZATION_LINE].[EX_AL.FUT_MOBILIZATION_DT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OUTST_RTG_METH_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.OUTST_RTG_METH_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;FAC_AMT_CURY_CD;characterLength16;Devise Ligne d'autorisation;;[DATA].[AUTORIZATION_LINE].[EX_AL.FAC_AMT_CURY_CD];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;FAC_EURO_AMT;decimal;Montant Ligne d'autorisation (euro);;[DATA].[AUTORIZATION_LINE].[EX_AL.FAC_EURO_AMT];false;Fact;;;Field
TEC_AUTORIZATION_LINE;Final;;;STTM_DT;date;;;[DATA].[AUTORIZATION_LINE].[EX_AL.STTM_DT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;STTM_TYPE_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.STTM_TYPE_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;POSTNG_ENT_ID;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.POSTNG_ENT_ID];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;ENT_ID;int32;;;[DATA].[AUTORIZATION_LINE].[EX_AL.ENT_ID];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;FLOW_TYPE_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.FLOW_TYPE_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;UPDATE_FLOW_TYPE;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.UPDATE_FLOW_TYPE];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;FLOW_SCOPE;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.FLOW_SCOPE];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;SOURCE_SYSTEM;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.SOURCE_SYSTEM];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;STATUS;characterLength16;;;[DATA].[AUTORIZATION_LINE].[EX_AL.STATUS];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;LINE_NUMBER;int32;;;[DATA].[AUTORIZATION_LINE].[EX_AL.LINE_NUMBER];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;FILE_ID;int32;;;[DATA].[AUTORIZATION_LINE].[EX_AL.FILE_ID];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;JOB_ID;int32;;;[DATA].[AUTORIZATION_LINE].[EX_AL.JOB_ID];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;BEGIN_TT;timeStampTZ;;;[DATA].[AUTORIZATION_LINE].[EX_AL.BEGIN_TT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;END_TT;timeStampTZ;;;[DATA].[AUTORIZATION_LINE].[EX_AL.END_TT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AGMT_ID;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.AGMT_ID];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;ENDG_LEDGR_BAL_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.ENDG_LEDGR_BAL_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;ENDG_LEDGR_BAL_AMT_CURY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.ENDG_LEDGR_BAL_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OVRDRFT_BAL_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.OVRDRFT_BAL_AMT];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;OVRDRFT_BAL_AMT_CURY_CD;characterLength16;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.OVRDRFT_BAL_AMT_CURY_CD];true;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AGMT_ASSET_LEASG_AMT;decimal;;;[DATA].[AUTORIZATION_LINE].[BAL_AL.AGMT_ASSET_LEASG_AMT];true;Attribute;;;Field
