TABLE_NAME;TABLE_TYPE;TABLE_LABEL;TABLE_DESCRIPTION;FIELD_ID;FIELD_NAME;FIELD_TYPE;FIELD_LABEL;FIELD_DESCRIPTION;EXPRESSION;HIDDEN;ICON;ALIAS;FOLDER;ROLE
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.EX_AL.FAC_EURO_AMT;FAC_EURO_AMT;decimal;Montant Ligne d'autorisation (euro);;[DATA].[AUTORIZATION_LINE].[EX_AL.FAC_EURO_AMT];false;Fact;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.BAL_AL.PRCHD_RECVBL_PREM_AMT;PRCHD_RECVBL_PREM_AMT;decimal;Montant add on affacturage;Montant du Add-on affacturage;[DATA].[AUTORIZATION_LINE].[BAL_AL.PRCHD_RECVBL_PREM_AMT];false;Fact;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.BAL_AL.PRCHD_RECVBL_PREM_AMT_CURY_CD;PRCHD_RECVBL_PREM_AMT_CURY_CD;characterLength16;Devise montant Add-on affacturage;;[DATA].[AUTORIZATION_LINE].[BAL_AL.PRCHD_RECVBL_PREM_AMT_CURY_CD];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.BAL_AL.PRCHD_RECVBL_PREM_EURO_AMT;PRCHD_RECVBL_PREM_EURO_AMT;decimal;Montant Add-on affacturage (euro);;[DATA].[AUTORIZATION_LINE].[BAL_AL.PRCHD_RECVBL_PREM_EURO_AMT];false;Fact;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.AGMT_ID;AGMT_ID;characterLength16;Identifiant de la ligne d'autorisation;;[DATA].[AUTORIZATION_LINE].[AGMT_ID];false;Identifier;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.HOST_AGMT_ID;HOST_AGMT_ID;characterLength16;Identifiant local contrat;;[DATA].[AUTORIZATION_LINE].[HOST_AGMT_ID];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.HOST_AGMT_NUM;HOST_AGMT_NUM;characterLength16;Référence locale contrat;;[DATA].[AUTORIZATION_LINE].[HOST_AGMT_NUM];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.AGMT_SBTYPE_CD;AGMT_SBTYPE_CD;characterLength16;Sous-type contrat;;[DATA].[AUTORIZATION_LINE].[AGMT_SBTYPE_CD];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.AGMT_GRNLT_CD;AGMT_GRNLT_CD;characterLength16;Granularité contrat;;[DATA].[AUTORIZATION_LINE].[AGMT_GRNLT_CD];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.MKT_TYPE_CD;MKT_TYPE_CD;characterLength16;Type de marché;Permet d'identifier la clientèle du contrat;[DATA].[AUTORIZATION_LINE].[MKT_TYPE_CD];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.AGMT_OPN_DT;AGMT_OPN_DT;date;Date ouverture contrat;;[DATA].[AUTORIZATION_LINE].[AGMT_OPN_DT];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.ORIGNL_MATURTY_DT;ORIGNL_MATURTY_DT;date;Date initale échéance contrat;Date contractuelle d'échéance du contrat;[DATA].[AUTORIZATION_LINE].[ORIGNL_MATURTY_DT];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.AGMT_ORIGNL_AMT;AGMT_ORIGNL_AMT;decimal;Montant Contrat à l'origine;;[DATA].[AUTORIZATION_LINE].[AGMT_ORIGNL_AMT];false;Fact;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.AGMT_RVSD_AMT;AGMT_RVSD_AMT;decimal;Montant révisé contrat;;[DATA].[AUTORIZATION_LINE].[AGMT_RVSD_AMT];false;Fact;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.ACCNTG_RESPONSABL_CTR_CD;ACCNTG_RESPONSABL_CTR_CD;characterLength16;Zone réservé CASA;;[DATA].[AUTORIZATION_LINE].[ACCNTG_RESPONSABL_CTR_CD];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.INTRAGRP_ROLE_CD;INTRAGRP_ROLE_CD;character;Rôle d'intragroupe;;[DATA].[AUTORIZATION_LINE].[INTRAGRP_ROLE_CD];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.AGMT_ORIGNL_EURO_AMT;AGMT_ORIGNL_EURO_AMT;decimal;Montant Contrat à l'origine (euro);;[DATA].[AUTORIZATION_LINE].[AGMT_ORIGNL_EURO_AMT];false;Fact;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.AGMT_RVSD_EURO_AMT;AGMT_RVSD_EURO_AMT;decimal;Montant révisé contrat (euro);Non renseigné;[DATA].[AUTORIZATION_LINE].[AGMT_RVSD_EURO_AMT];false;Fact;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.AGMT_RVSD_AMT_CURY_CD;AGMT_RVSD_AMT_CURY_CD;characterLength16;Devise montant révisé;;[DATA].[AUTORIZATION_LINE].[AGMT_RVSD_AMT_CURY_CD];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.INTRAGRP_LVL_CD;INTRAGRP_LVL_CD;character;Niveau d'intragroupe;;[DATA].[AUTORIZATION_LINE].[INTRAGRP_LVL_CD];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.STTM_DT;STTM_DT;date;Date d'arrêté;;[DATA].[AUTORIZATION_LINE].[STTM_DT];false;Identifier;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.ENT_ID;ENT_ID;int32;Identifiant entité;;[DATA].[AUTORIZATION_LINE].[ENT_ID];false;Identifier;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.FLOW_TYPE_CD;FLOW_TYPE_CD;characterLength16;Objet Métier;Type denregistrement dans la création de la ligne en base (ex : P3C);[DATA].[AUTORIZATION_LINE].[FLOW_TYPE_CD];false;Attribute;;;Field
TEC_AUTORIZATION_LINE;Final;;;AUTORIZATION_LINE.FLOW_SCOPE;FLOW_SCOPE;characterLength16;Périmètre du flux;;[DATA].[AUTORIZATION_LINE].[FLOW_SCOPE];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PRTY_ID;PRTY_ID;characterLength16;Identifiant tiers;;*.PRTY_ID];false;Identifier;PRTY_ID_ALIAS;0_IDENTIFIANTS;Field
TEC_PARTY;Ref;;;*.PRTY_TYPE_CD;PRTY_TYPE_CD;characterLength16;Type tiers;Permet d'identifier le type de tiers au sens segment de clientèle;*.PRTY_TYPE_CD];false;Identifier;;0_IDENTIFIANTS;Field
TEC_PARTY;Ref;;;*.PRTY_SBTYPE_CD;PRTY_SBTYPE_CD;characterLength16;Sous-type tiers;;*.PRTY_SBTYPE_CD];false;Identifier;;0_IDENTIFIANTS;Field
TEC_PARTY;Ref;;;*.SRC_CD;SRC_CD;characterLength16;Source;;*.SRC_CD];false;Attribute;;0_IDENTIFIANTS/SousRep/RepTest;Field
TEC_PARTY;Ref;;;*.HOST_PRTY_NUM;HOST_PRTY_NUM;characterLength16;Référence locale tiers;;*.HOST_PRTY_NUM];false;Attribute;;0_IDENTIFIANTS/SousRep;Field
TEC_PARTY;Ref;;;*.PRTY_NAME;PRTY_NAME;characterLength16;Dénomination sociale INSEE / Nom du tiers agrégat;Dénomination sociale INSEE pour les tiers français;*.PRTY_NAME];false;Attribute;;0_IDENTIFIANTS/SousRep;Field
TEC_PARTY;Ref;;;*.PRTY_DESC;PRTY_DESC;characterLength16;Libellé tiers;Dénomination sociale figurant sur le certificat d'immatriculation de la contrepartie ou libellé long du tiers;*.PRTY_DESC];false;Attribute;;0_IDENTIFIANTS/SousRep;Field
TEC_PARTY;Ref;;;*.CNTPTY_CTGY_CD;CNTPTY_CTGY_CD;characterLength16;Code catégorie contrepartie;Code de la catégorie de contrepartie du tiers. La catégorie de contrepartie est une segmentation détaillée des tiers utilisée pour déterminer les catégories d'exposition réglementaires;*.CNTPTY_CTGY_CD];false;Identifier;;0_IDENTIFIANTS/SousRep;Field
TEC_PARTY;Ref;;;*.PRTY_BSL_PTFOL_CD;PRTY_BSL_PTFOL_CD;characterLength16;Portefeuille bâle tiers;;*.PRTY_BSL_PTFOL_CD];false;Identifier;;;Field
TEC_PARTY;Ref;;;*.BUSN_TYPE_CD;BUSN_TYPE_CD;characterLength16;INDUSTRY_SECTOR;;*.BUSN_TYPE_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PRTY_STS_CD;PRTY_STS_CD;characterLength16;Statut tiers;;*.PRTY_STS_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PRTY_STS_DT;PRTY_STS_DT;date;Date statut tiers;Date à laquelle le statut d'activité a évolué;*.PRTY_STS_DT];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.MN_RLTNSHP_TYPE_CD;MN_RLTNSHP_TYPE_CD;characterLength16;Type relation;;*.MN_RLTNSHP_TYPE_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.DFLT_DTTM;DFLT_DTTM;date;Date entrée défaut;;*.DFLT_DTTM];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.RUN_CORREPONDANT_CD;RUN_CORREPONDANT_CD;characterLength16;Correspondant RUN;Personne physique, au sein de l'entité responsable de la contrepartie, chargée d'assurer les relations avec les entités extérieures;*.RUN_CORREPONDANT_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.SYSIC_RISK_SECTR_CD;SYSIC_RISK_SECTR_CD;characterLength16;Secteur risque systemique;Code du secteur d'activité relevant du risque systémique pour le tiers;*.SYSIC_RISK_SECTR_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.POOLG_TYPE_CD;POOLG_TYPE_CD;characterLength16;Type agrégation;Définit le type d'agrégation (agrégation de tiers retail unitaires, agrégation de garants...);*.POOLG_TYPE_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.POOLG_CRITRA_VAL;POOLG_CRITRA_VAL;characterLength16;Valeur critères agrégation;;*.POOLG_CRITRA_VAL];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.CNTPTY_QTY;CNTPTY_QTY;int32;Nombre de contreparties;;*.CNTPTY_QTY];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.CR_QLTY_CD;CR_QLTY_CD;characterLength16;Echelon qualité crédit;Echelon de qualité de crédit;*.CR_QLTY_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.ANACR_GNRTN_DT;ANACR_GNRTN_DT;dateTime;Date génération ANACREDIT;Date de génération du CRE ANADEFI. Permet de faciliter les rapprochements BT1 (flux Tiers) / BT2 (détail des notations ANACrédit);*.ANACR_GNRTN_DT];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.UNRGLTD_FINCL_INSTUTN_IND;UNRGLTD_FINCL_INSTUTN_IND;character;Indicateur institution financière non régulée;;*.UNRGLTD_FINCL_INSTUTN_IND];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.LRG_FINCL_INSTUTN_IND;LRG_FINCL_INSTUTN_IND;character;Indicateur grande institution financière;;*.LRG_FINCL_INSTUTN_IND];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.FINC_APLCTN_CD;FINC_APLCTN_CD;characterLength16;Application Finance;;*.FINC_APLCTN_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.CPH_GRP_CD;CPH_GRP_CD;characterLength16;Global Groupe Code CPH;;*.CPH_GRP_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.ACTR_TYPE_CD;ACTR_TYPE_CD;characterLength16;Type d'acteur;;*.ACTR_TYPE_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.STTM_DT;STTM_DT;date;Date d'arrêté;Date d'arrêté;*.STTM_DT];false;Identifier;;;Field
TEC_PARTY;Ref;;;*.ENT_ID;ENT_ID;int32;Identifiant entité;;*.ENT_ID];false;Identifier;;;Field
TEC_PARTY;Ref;;;*.FLOW_TYPE_CD;FLOW_TYPE_CD;characterLength16;Objet Métier;Type denregistrement dans la création de la ligne en base (ex : P3C);*.FLOW_TYPE_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.FLOW_SCOPE;FLOW_SCOPE;characterLength16;Périmètre du flux;Périmètre du fichier (maître) qui créé la ligne en base;*.FLOW_SCOPE];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.LOCL_IDNTFTN_IND;LOCL_IDNTFTN_IND;character;Identification en local;Réservé à CACIB ;*.LOCL_IDNTFTN_IND];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.OG.INTRNL_APE_CD;INTRNL_APE_CD;characterLength16;APE interne;;*.OG.INTRNL_APE_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.OG.JUDICIAL_STS_CD;JUDICIAL_STS_CD;characterLength16;Situation judiciaire;;*.OG.JUDICIAL_STS_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.OG.JUDICIAL_STS_DT;JUDICIAL_STS_DT;date;Date situation judiciaire;Date de la situation judiciaire;*.OG.JUDICIAL_STS_DT];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.OG.JUDICIAL_STS_PROG_CD;JUDICIAL_STS_PROG_CD;characterLength16;État d'avancement des procédures judiciaires;;*.OG.JUDICIAL_STS_PROG_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.OG.JUDICIAL_STS_STRT_DT;JUDICIAL_STS_STRT_DT;date;Date d'ouverture de la procédure judiciaire;Permet d'identifier si une procédure judiciaire est en cours;*.OG.JUDICIAL_STS_STRT_DT];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.OG.HD_QTR_IND;HD_QTR_IND;character;Maison Mère Identifiée;Permet d'identifier si le tiers est la maison mère;*.OG.HD_QTR_IND];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.OG.PRTY_ECU_ID;PRTY_ECU_ID;characterLength16;Identifiant du tiers ECU;;*.OG.PRTY_ECU_ID];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.OG.PRTY_PRTNR_ID;PRTY_PRTNR_ID;characterLength16;Identifiant du partenaire tiers;;*.OG.PRTY_PRTNR_ID];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.OG.LEGL_CTGY_CD;LEGL_CTGY_CD;characterLength16;Catégorie juridique du tiers;;*.OG.LEGL_CTGY_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.OG.LEGL_STS_CD;LEGL_STS_CD;characterLength16;Forme juridique du tiers;;*.OG.LEGL_STS_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.OG.APE.LIBELLE_LONG;LIBELLE_LONG;characterLength16;;;*.OG.APE.LIBELLE_LONG];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.OG.APE.LIBELLE_LONG_2;LIBELLE_LONG_2;characterLength16;;;*.OG.APE.LIBELLE_LONG_2];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.OG.APE.LIBELLE_COURT;LIBELLE_COURT;characterLength16;;;*.OG.APE.LIBELLE_COURT];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PACTVY.PRTY_ACTVY_CD;PRTY_ACTVY_CD;characterLength16;Activité dans la norme locale;;*.PACTVY.PRTY_ACTVY_CD];false;Identifier;;;Field
TEC_PARTY;Ref;;;*.PACTVY.PRTY_ACTVY_NORM_CD;PRTY_ACTVY_NORM_CD;characterLength16;Norme locale de l'activité;Norme locale de l'activité principale exercée.;*.PACTVY.PRTY_ACTVY_NORM_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PACTVY.PACTV_LB.LIBELLE_LONG;LIBELLE_LONG;characterLength16;;;*.PACTVY.PACTV_LB.LIBELLE_LONG];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PACTVY.PACTV_LB.LIBELLE_LONG_2;LIBELLE_LONG_2;characterLength16;;;*.PACTVY.PACTV_LB.LIBELLE_LONG_2];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PACTVY.PACTV_LB.LIBELLE_COURT;LIBELLE_COURT;characterLength16;;;*.PACTVY.PACTV_LB.LIBELLE_COURT];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PMTRC.UNIT_TRNVR_AMT;UNIT_TRNVR_AMT;decimal;Chiffre d'Affaires utilisé pour la notation;Non renseigné;*.PMTRC.UNIT_TRNVR_AMT];false;Fact;;;Field
TEC_PARTY;Ref;;;*.PMTRC.TRNVR_AMT;TRNVR_AMT;decimal;Montant chiffre affaires;;*.PMTRC.TRNVR_AMT];false;Fact;;;Field
TEC_PARTY;Ref;;;*.PMTRC.CNSLDTD_TRNVR_IND;CNSLDTD_TRNVR_IND;character;Indicateur chiffre affaires consolidé;;*.PMTRC.CNSLDTD_TRNVR_IND];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PMTRC.TRNVR_CURY_CD;TRNVR_CURY_CD;characterLength16;Devise chiffre affaires;Code de la devise d'expression du CA.;*.PMTRC.TRNVR_CURY_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PMTRC.TRNVR_YR_NUM;TRNVR_YR_NUM;character;Année chiffre affaires;Année de l'exercice pour lequel le CA est fourni.;*.PMTRC.TRNVR_YR_NUM];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PMTRC.EXRCS_DURTN_NUM;EXRCS_DURTN_NUM;character;Durée exercice;;*.PMTRC.EXRCS_DURTN_NUM];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PMTRC.TRNVR_NATR_CD;TRNVR_NATR_CD;characterLength16;Nature chiffre affaires;Nature du chiffre daffaires;*.PMTRC.TRNVR_NATR_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PMTRC.RWORKED_BAL_SHET_AMT;RWORKED_BAL_SHET_AMT;decimal;Montant total bilan retraite;;*.PMTRC.RWORKED_BAL_SHET_AMT];false;Fact;;;Field
TEC_PARTY;Ref;;;*.PMTRC.RWORKED_NP_AMT;RWORKED_NP_AMT;decimal;Montant résultat net retraite;Résultat net retraité en unite deuros;*.PMTRC.RWORKED_NP_AMT];false;Fact;;;Field
TEC_PARTY;Ref;;;*.PMTRC.EMPLES_QTY;EMPLES_QTY;int32;Nombre salariés;;*.PMTRC.EMPLES_QTY];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PMTRC.BAL_SHET_DT;BAL_SHET_DT;date;Date arrêté comptes;;*.PMTRC.BAL_SHET_DT];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PMTRC.RVALD_LOAN_TO_INCM_AMT;RVALD_LOAN_TO_INCM_AMT;decimal;Montant LTI revalorisé;;*.PMTRC.RVALD_LOAN_TO_INCM_AMT];false;Fact;;;Field
TEC_PARTY;Ref;;;*.PMTRC.TRNVR_EURO_AMT;TRNVR_EURO_AMT;decimal;Montant chiffre affaires (euro);;*.PMTRC.TRNVR_EURO_AMT];false;Fact;;;Field
TEC_PARTY;Ref;;;*.PMTRC.RWORKED_BAL_SHET_AMT_CURY_CD;RWORKED_BAL_SHET_AMT_CURY_CD;characterLength16;Devise Actif total retraité en euro;;*.PMTRC.RWORKED_BAL_SHET_AMT_CURY_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PMTRC.RWORKED_BAL_SHET_EURO_AMT;RWORKED_BAL_SHET_EURO_AMT;decimal;Montant Total Bilan retraité en euro (euro);Total Bilan retraité en unité deuros.;*.PMTRC.RWORKED_BAL_SHET_EURO_AMT];false;Fact;;;Field
TEC_PARTY;Ref;;;*.PMTRC.RWORKED_NP_AMT_CURY_CD;RWORKED_NP_AMT_CURY_CD;characterLength16;Devise résultat net retraité en euros;;*.PMTRC.RWORKED_NP_AMT_CURY_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PMTRC.RWORKED_NP_EURO_AMT;RWORKED_NP_EURO_AMT;decimal;Montant Résultat net retraité (euro);;*.PMTRC.RWORKED_NP_EURO_AMT];false;Fact;;;Field
TEC_PARTY;Ref;;;*.PMTRC.RVALD_LOAN_TO_INCM_AMT_CURY_CD;RVALD_LOAN_TO_INCM_AMT_CURY_CD;characterLength16;Devise ratio LTI réévalué;Code devise  du ratio LTI réévalué;*.PMTRC.RVALD_LOAN_TO_INCM_AMT_CURY_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PMTRC.RVALD_LOAN_TO_INCM_EURO_AMT;RVALD_LOAN_TO_INCM_EURO_AMT;decimal;Montant LTI  revalorisé  (euro);Loan to income revalorisé  en contrevaleur euros;*.PMTRC.RVALD_LOAN_TO_INCM_EURO_AMT];false;Fact;;;Field
TEC_PARTY;Ref;;;*.PMTRC.UNIT_TRNVR_EURO_AMT;UNIT_TRNVR_EURO_AMT;decimal;Montant Chiffre d'Affaires (euro);Chiffre d'Affaires utilisé pour la notation en contrevaleur euros;*.PMTRC.UNIT_TRNVR_EURO_AMT];false;Fact;;;Field
TEC_PARTY;Ref;;;*.PINDV.BIRTH_DT;BIRTH_DT;date;Date naissance;;*.PINDV.BIRTH_DT];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PINDV.OCPTN_TYPE_CD;OCPTN_TYPE_CD;characterLength16;Catégorie socioprofessionnelle;;*.PINDV.OCPTN_TYPE_CD];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PTPGRP.PRTY_GRP_ID;PRTY_GRP_ID;characterLength16;Identifiant groupe;Identifiant du groupe;*.PTPGRP.PRTY_GRP_ID];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PTYPE.PRTY_TYPE_DESC;PRTY_TYPE_DESC;characterLength16;Libellé Type de Tiers;;*.PTYPE.PRTY_TYPE_DESC];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.PSBTYPE.PRTY_SBTYPE_DESC;PRTY_SBTYPE_DESC;characterLength16;Libellé Sous type de tiers;;*.PSBTYPE.PRTY_SBTYPE_DESC];false;Attribute;;;Field
TEC_PARTY;Ref;;;*.NM201.NMLIBFR1;NMLIBFR1;characterLength16;Libellé catégorie de contrepartie;;*.NM201.NMLIBFR1];false;Attribute;;;Field
